timestamp, accelerationX, accelerationY, accelerationZ, UUID 
1519919564137,0.2968810200691223,3.936067581176758,9.279925346374512,,eaf44f6428162a27
1519919564432,0.3926490843296051,4.156333923339844,8.628703117370605,,eaf44f6428162a27
1519919564567,0.2298433631658554,4.213795185089111,8.647856712341309,,eaf44f6428162a27
1519919564693,-0.28730419278144836,4.098873138427734,9.442731857299805,,eaf44f6428162a27
1519919564753,0.689530074596405,4.807557106018066,9.710882186889648,,eaf44f6428162a27
1519919564797,0.31603461503982544,4.434061527252197,9.059659004211426,,eaf44f6428162a27
1519919564869,0.13407529890537262,4.347870349884033,9.232041358947754,,eaf44f6428162a27
1519919564918,0.24899697303771973,3.265691041946411,11.473014831542969,,eaf44f6428162a27
1519919564956,-1.9728221893310547,2.7676970958709717,11.1474027633667,,eaf44f6428162a27
1519919565017,-1.6663644313812256,2.403778553009033,7.939172744750977,,eaf44f6428162a27
1519919565045,-1.0821791887283325,2.2026655673980713,8.53293514251709,,eaf44f6428162a27
1519919565103,-1.1013327836990356,2.7964274883270264,9.691728591918945,,eaf44f6428162a27
1519919565132,-1.4269442558288574,3.485957622528076,8.887276649475098,,eaf44f6428162a27
1519919565211,-0.9481038451194763,3.936067581176758,6.847416877746582,,eaf44f6428162a27
1519919565263,-0.9864110946655273,3.160346269607544,7.527369976043701,,eaf44f6428162a27
1519919565308,-1.3215993642807007,3.648763418197632,6.358999729156494,,eaf44f6428162a27
1519919565337,-1.6376339197158813,3.9839515686035156,6.27280855178833,,eaf44f6428162a27
1519919565396,-1.9919757843017578,4.501099109649658,8.006210327148438,,eaf44f6428162a27
1519919565425,-1.7046716213226318,5.104437828063965,7.546523571014404,,eaf44f6428162a27
1519919565474,-1.0534487962722778,5.39174222946167,8.130708694458008,,eaf44f6428162a27
1519919565562,-1.0055646896362305,5.631162166595459,7.067683219909668,,eaf44f6428162a27
1519919565622,-3.064578056335449,1.8291701078414917,13.579912185668945,,eaf44f6428162a27
1519919565679,-1.7334020137786865,2.2026655673980713,10.486603736877441,,eaf44f6428162a27
1519919565728,-2.0398597717285156,2.2601263523101807,9.08838939666748,,eaf44f6428162a27
1519919565779,-4.338293552398682,2.5091233253479004,8.188169479370117,,eaf44f6428162a27
1519919565816,-5.544970989227295,2.7676970958709717,10.821791648864746,,eaf44f6428162a27
1519919565855,-3.1890766620635986,2.6144683361053467,8.494627952575684,,eaf44f6428162a27
1519919565895,-2.3271639347076416,2.7293899059295654,7.939172744750977,,eaf44f6428162a27
1519919565924,-3.0837318897247314,3.8594532012939453,6.847416877746582,,eaf44f6428162a27
1519919565962,-2.4229321479797363,3.19865345954895,6.234501361846924,,eaf44f6428162a27
1519919566011,-2.030282974243164,3.3901896476745605,7.3454108238220215,,eaf44f6428162a27
1519919566050,-2.279279947280884,3.1220390796661377,8.523358345031738,,eaf44f6428162a27
1519919566099,-4.434061527252197,4.999093055725098,7.603984832763672,,eaf44f6428162a27
1519919566128,-2.7964274883270264,4.252102375030518,7.910442352294922,,eaf44f6428162a27
1519919566160,-2.451662540435791,4.185064792633057,8.226476669311523,,eaf44f6428162a27
1519919566187,-4.434061527252197,3.6296098232269287,9.998186111450195,,eaf44f6428162a27
1519919566217,-4.692635536193848,2.2601263523101807,14.633360862731934,,eaf44f6428162a27
1519919566236,-2.892195701599121,2.279279947280884,11.338939666748047,,eaf44f6428162a27
1519919566294,-4.060565948486328,0.15322890877723694,7.326257228851318,,eaf44f6428162a27
1519919566323,-0.028730420395731926,-3.485957622528076,6.4834980964660645,,eaf44f6428162a27
1519919566372,-1.2832920551300049,-7.613561630249023,2.9688100814819336,,eaf44f6428162a27
1519919566412,-7.201758861541748,-7.067683219909668,1.1013327836990356,,eaf44f6428162a27
1519919566451,-10.15141487121582,-1.4748282432556152,-0.3926490843296051,,eaf44f6428162a27
1519919566549,-15.217546463012695,-5.3342814445495605,-4.242525577545166,,eaf44f6428162a27
1519919566609,-11.08994197845459,-7.833827972412109,0.22026655077934265,,eaf44f6428162a27
1519919566647,-8.571242332458496,-8.063671112060547,0.6703764796257019,,eaf44f6428162a27
1519919566714,-24.478317260742188,-6.215347766876221,-1.7812861204147339,,eaf44f6428162a27
1519919566728,-19.096153259277344,-9.423578262329102,1.1013327836990356,,eaf44f6428162a27
1519919566803,-3.9264907836914062,-7.096413612365723,7.450755596160889,,eaf44f6428162a27
1519919566831,-5.056553840637207,-7.0772600173950195,6.540958881378174,,eaf44f6428162a27
1519919566912,-4.807557106018066,-5.592854976654053,-0.4405331015586853,,eaf44f6428162a27
1519919566939,-0.35434186458587646,-5.592854976654053,-0.9289502501487732,,eaf44f6428162a27
1519919566979,-1.6184803247451782,-5.094861030578613,1.4748282432556152,,eaf44f6428162a27
1519919567066,-2.279279947280884,-3.045424461364746,-3.265691041946411,,eaf44f6428162a27
1519919567175,-7.326257228851318,-15.322891235351562,1.4269442558288574,,eaf44f6428162a27
1519919567242,-5.592854976654053,-12.60307788848877,3.44765043258667,,eaf44f6428162a27
1519919567281,-4.548983097076416,-11.54005241394043,2.5665841102600098,,eaf44f6428162a27
1519919567349,-1.723825216293335,-16.519990921020508,3.8786067962646484,,eaf44f6428162a27
1519919567408,-1.7812861204147339,-12.832921028137207,2.5953147411346436,,eaf44f6428162a27
1519919567456,-1.2066776752471924,-6.780379295349121,1.7142484188079834,,eaf44f6428162a27
1519919567495,-0.9002198576927185,-3.5721490383148193,1.7812861204147339,,eaf44f6428162a27
1519919567525,-2.078166961669922,-4.079719543457031,2.7676970958709717,,eaf44f6428162a27
1519919567574,-2.4420857429504395,-2.892195701599121,-2.212242364883423,,eaf44f6428162a27
1519919567613,-3.064578056335449,-7.680599212646484,2.82515811920166,,eaf44f6428162a27
1519919567652,-2.0398597717285156,-3.514688014984131,-12.78503704071045,,eaf44f6428162a27
1519919567691,-12.382811546325684,-6.933608055114746,7.709329605102539,,eaf44f6428162a27
1519919567730,-14.068328857421875,-5.008669853210449,1.3503297567367554,,eaf44f6428162a27
1519919567769,0.6703764796257019,-7.7763671875,6.646304130554199,,eaf44f6428162a27
1519919567808,1.091755986213684,-9.730035781860352,7.048529624938965,,eaf44f6428162a27
1519919567847,-7.441178798675537,-10.41956615447998,6.943184852600098,,eaf44f6428162a27
1519919567907,-3.19865345954895,-8.02536392211914,5.784391403198242,,eaf44f6428162a27
1519919567955,-1.2066776752471924,-5.152322292327881,5.51624059677124,,eaf44f6428162a27
1519919567993,-0.5937620401382446,-4.529829502105713,5.679046630859375,,eaf44f6428162a27
1519919568043,-0.507570743560791,-2.5474305152893066,0.24899697303771973,,eaf44f6428162a27
1519919568081,-5.439626216888428,-3.8594532012939453,2.212242364883423,,eaf44f6428162a27
1519919568101,-6.100425720214844,-4.874594688415527,1.8483237028121948,,eaf44f6428162a27
1519919568120,-6.521805286407471,-5.305551052093506,0,,eaf44f6428162a27
1519919568179,-7.441178798675537,-10.467450141906738,5.123591423034668,,eaf44f6428162a27
1519919568209,-4.4723687171936035,-11.645397186279297,2.183511972427368,,eaf44f6428162a27
1519919568248,-8.14028549194336,-8.96389102935791,1.580173134803772,,eaf44f6428162a27
1519919568296,-4.338293552398682,-9.59596061706543,2.1164743900299072,,eaf44f6428162a27
1519919568316,-4.146757125854492,-9.892841339111328,4.501099109649658,,eaf44f6428162a27
1519919568336,-4.050989151000977,-12.239158630371094,10.773907661437988,,eaf44f6428162a27
1519919568365,-7.785943984985352,-14.068328857421875,8.935160636901855,,eaf44f6428162a27
1519919568395,-6.205770969390869,-14.911087989807129,-0.10534487664699554,,eaf44f6428162a27
1519919568423,-2.4803929328918457,-11.128249168395996,1.2066776752471924,,eaf44f6428162a27
1519919568477,-2.873042106628418,-6.646304130554199,0.4884171485900879,,eaf44f6428162a27
1519919568580,-3.19865345954895,-2.8826189041137695,-1.800439715385437,,eaf44f6428162a27
1519919568648,-2.3750481605529785,-7.929595947265625,-0.5841852426528931,,eaf44f6428162a27
1519919568738,-9.08838939666748,-10.27591323852539,-11.836933135986328,,eaf44f6428162a27
1519919568876,0.26815059781074524,-13.464990615844727,0.5746083855628967,,eaf44f6428162a27
1519919568962,-3.2561142444610596,-5.420472621917725,0.26815059781074524,,eaf44f6428162a27
1519919569042,0.6799532771110535,-3.754108190536499,1.800439715385437,,eaf44f6428162a27
1519919569110,-5.861005783081055,-8.427590370178223,0.5937620401382446,,eaf44f6428162a27
1519919569157,-5.094861030578613,-10.505757331848145,0.507570743560791,,eaf44f6428162a27
1519919569215,-3.466804027557373,-12.612654685974121,-0.8236053586006165,,eaf44f6428162a27
1519919569263,-7.728483200073242,-11.91354751586914,1.8579005002975464,,eaf44f6428162a27
1519919569312,-3.2369606494903564,-13.541604995727539,4.031835556030273,,eaf44f6428162a27
1519919569342,-2.1164743900299072,-12.382811546325684,3.5051112174987793,,eaf44f6428162a27
1519919569380,-3.5625722408294678,-13.177685737609863,2.5282769203186035,,eaf44f6428162a27
1519919569449,-4.031835556030273,-9.854534149169922,-5.803544998168945,,eaf44f6428162a27
1519919569507,-1.522712230682373,-5.228936672210693,0.09576806426048279,,eaf44f6428162a27
1519919569546,-1.580173134803772,-3.313575267791748,-0.28730419278144836,,eaf44f6428162a27
1519919569585,-1.5514427423477173,0.5554547905921936,0.3064578175544739,,eaf44f6428162a27
1519919569624,-1.0438719987869263,-0.19153612852096558,0.05746084079146385,,eaf44f6428162a27
1519919569673,-1.9345149993896484,-6.502651691436768,-2.7772738933563232,,eaf44f6428162a27
1519919569712,-11.310209274291992,-18.71308135986328,-13.330915451049805,,eaf44f6428162a27
1519919569811,-3.4955344200134277,-14.777012825012207,-4.4532151222229,,eaf44f6428162a27
1519919569879,-2.126051187515259,-10.256759643554688,7.575253963470459,,eaf44f6428162a27
1519919569996,1.599326729774475,-4.156333923339844,-1.1013327836990356,,eaf44f6428162a27
1519919570074,-0.2585737705230713,-6.224924564361572,-0.7182605266571045,,eaf44f6428162a27
1519919570142,-5.803544998168945,-10.113107681274414,0.038307227194309235,,eaf44f6428162a27
1519919570211,-3.4572272300720215,-9.423578262329102,0.5171475410461426,,eaf44f6428162a27
1519919570349,-7.297526836395264,-7.163451671600342,8.465897560119629,,eaf44f6428162a27
1519919570436,-0.8810662031173706,-24.06651496887207,-4.175487995147705,,eaf44f6428162a27
1519919570504,-1.1683704853057861,-8.628703117370605,0.871489405632019,,eaf44f6428162a27
1519919570601,3.3231520652770996,-4.108449935913086,0.6320692300796509,,eaf44f6428162a27
1519919570674,0.038307227194309235,-6.521805286407471,-10.591948509216309,,eaf44f6428162a27
1519919570826,6.3973069190979,-25.790340423583984,0.047884032130241394,,eaf44f6428162a27
1519919570885,-1.8962076902389526,-6.081272125244141,6.033388137817383,,eaf44f6428162a27
1519919571099,1.9919757843017578,-10.20887565612793,0.49799394607543945,,eaf44f6428162a27
1519919571219,-4.807557106018066,-12.411541938781738,-1.944091796875,,eaf44f6428162a27
1519919571380,2.786850690841675,-21.01151466369629,1.5131354331970215,,eaf44f6428162a27
1519919571441,3.7924153804779053,-11.645397186279297,0.9864110946655273,,eaf44f6428162a27
1519919571715,4.730942726135254,-14.633360862731934,-14.374787330627441,,eaf44f6428162a27
1519919571856,2.1164743900299072,-6.090848922729492,4.376600742340088,,eaf44f6428162a27
1519919572058,1.37906014919281,-7.939172744750977,1.647210717201233,,eaf44f6428162a27
1519919572183,-2.9305028915405273,-12.526463508605957,-2.4899697303771973,,eaf44f6428162a27
1519919572252,-1.455674648284912,-15.198391914367676,-1.8483237028121948,,eaf44f6428162a27
1519919572300,4.797980308532715,-12.191274642944336,3.1507694721221924,,eaf44f6428162a27
1519919572369,5.305551052093506,-17.55428695678711,1.0821791887283325,,eaf44f6428162a27
1519919572468,-0.9768342971801758,-6.761225700378418,2.5091233253479004,,eaf44f6428162a27
1519919572516,1.1204863786697388,1.015141487121582,1.9057846069335938,,eaf44f6428162a27
1519919572662,7.297526836395264,-32.00568771362305,-19.661184310913086,,eaf44f6428162a27
1519919572749,4.309563159942627,-17.583017349243164,1.5131354331970215,,eaf44f6428162a27
1519919572809,8.65743350982666,0.038307227194309235,-3.160346269607544,,eaf44f6428162a27
1519919572867,-4.855441093444824,-15.198391914367676,4.098873138427734,,eaf44f6428162a27
1519919572926,-0.26815059781074524,-6.655880928039551,0.4213795065879822,,eaf44f6428162a27
1519919573004,0.6320692300796509,-6.502651691436768,0.4213795065879822,,eaf44f6428162a27
1519919573170,-4.4532151222229,-12.756306648254395,-0.6512228846549988,,eaf44f6428162a27
1519919573288,0.7086837291717529,-12.775460243225098,6.004657745361328,,eaf44f6428162a27
1519919573384,8.877699851989746,-14.144943237304688,-0.13407529890537262,,eaf44f6428162a27
1519919573520,0.028730420395731926,2.3558945655822754,1.015141487121582,,eaf44f6428162a27
1519919573629,7.182605266571045,-24.468740463256836,-20.3698673248291,,eaf44f6428162a27
